survey,item,variable,values,nonresponses,question_text,response_categories,group
arabb2,care4b,q2183,c(4:1),,Government officials seriously consider citizens' opinions,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree,eff
ases2000,care5,v0075,c(1:5),,I don't think governmental officials care much about what people like me think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
ases2000,say5,v0071,c(1:5),,"Generally speaking, people like me don’t have some say in what the government does",1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2003,care5,q25_g,c(1:5),,Government officials pay little attention to what citizens like me think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2003,corrupt_gov5,q25_b,c(1:5),,There is widespread corruption among those who govern the country,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,corrupt
asiab2003,right4d,q21_a,c(4:1),,Please indicate to what extent you trust the following institutions to operate in the best interests of society. Your central government,1 trust a lot / 2 trust to a degree / 3 don't really trust / 4 don't trust at all,trust_eff
asiab2003,right4e,q21_f,c(4:1),,Please indicate to what extent you trust the following institutions to operate in the best interests of society. Parliament,1 trust a lot / 2 trust to a degree / 3 don't really trust / 4 don't trust at all,trust_eff
asiab2003,say5c,q25_c,c(1:5),,"Generally speaking, people like me don’t have the power to influence government policy or actions",1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2003,touch5a,q25_f,c(1:5),,"Generally speaking, the people who are elected to the [NATIONAL PARLIAMENT] stop thinking about the public once they’re elected",1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2005,care5,q31g,c(1:5),,Government officials pay little attention to what citizens like me think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2005,corrupt_gov5,q31b,c(1:5),,There is widespread corruption among those who govern the country,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,corrupt
asiab2005,right4d,q27a,c(4:1),,Please indicate to what extent you trust the following institutions to operate in the best interests of society. Your central government,1 trust a lot / 2 trust to a degree / 3 don't really trust / 4 don't trust at all,trust_eff
asiab2005,right4e,q27f,c(4:1),,Please indicate to what extent you trust the following institutions to operate in the best interests of society. Parliament,1 trust a lot / 2 trust to a degree / 3 don't really trust / 4 don't trust at all,trust_eff
asiab2005,say5c,q31c,c(1:5),,"Generally speaking, people like me don’t have the power to influence government policy or actions",1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2005,touch5a,q31f,c(1:5),,"Generally speaking, the people who are elected to the [NATIONAL PARLIAMENT] stop thinking about the public once they’re elected",1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2006,care5,q34g,c(1:5),,Government officials pay little attention to what citizens like me think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2006,corrupt_gov5,q34b,c(1:5),,There is widespread corruption among those who govern the country,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,corrupt
asiab2006,right4d,q29a,c(4:1),,Please indicate to what extent you trust the following institutions to operate in the best interests of society. Your central government,1 trust a lot / 2 trust to a degree / 3 don't really trust / 4 don't trust at all,trust_eff
asiab2006,right4e,q29f,c(4:1),,Please indicate to what extent you trust the following institutions to operate in the best interests of society. Parliament,1 trust a lot / 2 trust to a degree / 3 don't really trust / 4 don't trust at all,trust_eff
asiab2006,say5c,q34c,c(1:5),,"Generally speaking, people like me don’t have the power to influence government policy or actions",1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2006,touch5a,q34f,c(1:5),,"Generally speaking, the people who are elected to the [NATIONAL PARLIAMENT] stop thinking about the public once they’re elected",1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2007,care5,q35g,c(1:5),,Government officials pay little attention to what citizens like me think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2007,corrupt_gov5,q35b,c(1:5),,There is widespread corruption among those who govern the country,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,corrupt
asiab2007,right4d,q30a,c(4:1),,Please indicate to what extent you trust the following institutions to operate in the best interests of society. Your central government,1 trust a lot / 2 trust to a degree / 3 don't really trust / 4 don't trust at all,trust_eff
asiab2007,right4d,q31a,c(4:1),,Please indicate to what extent you trust the following institutions to operate in the best interests of society. Your central government,1 trust a lot / 2 trust to a degree / 3 don't really trust / 4 don't trust at all,trust_eff
asiab2007,right4e,q30f,c(4:1),,Please indicate to what extent you trust the following institutions to operate in the best interests of society. Parliament,1 trust a lot / 2 trust to a degree / 3 don't really trust / 4 don't trust at all,trust_eff
asiab2007,say5c,q35c,c(1:5),,"Generally speaking, people like me don’t have the power to influence government policy or actions",1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2007,touch5a,q35f,c(1:5),,"Generally speaking, the people who are elected to the [NATIONAL PARLIAMENT] stop thinking about the public once they’re elected",1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2008,care5,q36g,c(1:5),,Government officials pay little attention to what citizens like me think,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2008,corrupt_gov5,q36b,c(1:5),,There is widespread corruption among those who govern the country,1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,corrupt
asiab2008,right4e,q31f,c(4:1),,Please indicate to what extent you trust the following institutions to operate in the best interests of society. Parliament,1 trust a lot / 2 trust to a degree / 3 don't really trust / 4 don't trust at all,trust_eff
asiab2008,say5c,q36c,c(1:5),,"Generally speaking, people like me don’t have the power to influence government policy or actions",1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asiab2008,touch5a,q36f,c(1:5),,"Generally speaking, the people who are elected to the [NATIONAL PARLIAMENT] stop thinking about the public once they’re elected",1 strongly agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 strongly disagree,eff
asianb1,big4c,q128,c(1:4),,The nation is run by a powerful few and ordinary citizens cannot do much about it,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
asianb1,corrupt_gov4a,q115,c(1:4),,How widespread corruption in national government,1 almost everyone is corrupt / 2 most officials are corrupt / 3 not a lot of officials are corrupt / 4 hardly anyone is involved,corrupt
asianb1,right4,q131,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb1,say4,q129,c(1:4),,People like me don't have any influence over what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
asianb1,trust_parl4,q010,c(1:4),,How much trust do you have in Parliament?,1 none at all / 2 not very much trust / 3 quite a lot of trust / 4 a great deal of trust,trust
asianb1,trust_parties4,q009,c(1:4),,How much trust do you have in political parties?,1 none at all / 2 not very much trust / 3 quite a lot of trust / 4 a great deal of trust,trust
asianb2,corrupt_gov4a,q118,c(1:4),,How widespread corruption in national government,1 almost everyone is corrupt / 2 most officials are corrupt / 3 not a lot of officials are corrupt / 4 hardly anyone is involved,corrupt
asianb2,resp_gov4,q116,c(4:1),c(7:9),How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb2,right4,q130,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb2,trust_parl4,q10,c(1:4),,How much trust do you have in Parliament?,1 none at all / 2 not very much trust / 3 quite a lot of trust / 4 a great deal of trust,trust
asianb2,trust_parties4,q9,c(1:4),,How much trust do you have in political parties?,1 none at all / 2 not very much trust / 3 quite a lot of trust / 4 a great deal of trust,trust
asianb3,corrupt_gov4a,q117,c(1:4),,How widespread corruption in national government,1 almost everyone is corrupt / 2 most officials are corrupt / 3 not a lot of officials are corrupt / 4 hardly anyone is involved,corrupt
asianb3,resp_gov4,q113,c(4:1),"c(-1, 7:9)",How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb3,right4,q136,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
